,Month,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Event Type,Demand Loss (MW),Number of Customers Affected,Alert Criteria
2488,July,2023-07-20 00:00:00,15:30:00,2023-07-21 00:00:00,12:00:00,Michigan:,RF,- Weather or natural disaster,Unknown,90354,"Loss of electric service to more than 50,000 customers for 1 hour or more."
2489,July,2023-07-20 00:00:00,16:30:00,2023-07-22 00:00:00,12:17:00,Georgia:,SERC,- Weather or natural disaster,640,35257,"Loss of electric service to more than 50,000 customers for 1 hour or more."
2490,July,2023-07-22 00:00:00,14:52:00,2023-07-22 00:00:00,14:53:00,"Mississippi: Washington County, Sharkey County, Sunflower County;",SERC,- Other,130,32781,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
2491,July,2023-07-25 00:00:00,18:52:00,2023-07-25 00:00:00,19:00:00,Tennessee: Shelby County;,SERC,- Unknown - Failure at high voltage substation or switchyard,820,Unknown,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident.
2492,July,2023-07-26 00:00:00,14:51:00,2023-07-26 00:00:00,17:23:00,"Michigan: Oakland County, Wayne County, Macomb County, Washtenaw County, Livingston County;",RF,- Weather or natural disaster,Unknown,246000,"Loss of electric service to more than 50,000 customers for 1 hour or more."
2493,July,2023-07-26 00:00:00,13:31:00,2023-07-26 00:00:00,14:00:00,Idaho: Kootenai County;,WECC,- Physical attack - Vandalism - Suspicious activity,0,0,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.
2494,July,2023-07-28 00:00:00,00:15:00,2023-07-28 00:00:00,05:06:00,Nebraska: Scotts Bluff County;,SERC,- Failure at high voltage substation or switchyard - Weather or natural disaster,0,0,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
2495,July,2023-07-28 00:00:00,12:16:00,2023-07-28 00:00:00,12:17:00,Washington: King County;,WECC,- Physical attack - Vandalism - Other,0,0,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.
2496,July,2023-07-28 00:00:00,22:58:00,2023-07-29 00:00:00,Unknown,"Wisconsin: Jefferson County, Waukesha County, Milwaukee County, Sheboygan County, Washington County, Ozaukee County, Walworth County, Kenosha County, Racine County; Michigan:",MRO/RF,- Weather or natural disaster,213,85000,"Loss of electric service to more than 50,000 customers for 1 hour or more."
2497,July,2023-07-28 00:00:00,21:00:00,2023-07-30 00:00:00,10:00:00,"Illinois: Winnebago County, Cook County, Will County, DeKalb County, Kendall County;",MRO/RF,- Weather or natural disaster,Unknown,122921,"Loss of electric service to more than 50,000 customers for 1 hour or more."
2498,July,2023-07-28 00:00:00,18:00:00,2023-07-30 00:00:00,07:45:00,West Virginia: Virginia:,RF,- Weather or natural disaster,Unknown,52098,"Loss of electric service to more than 50,000 customers for 1 hour or more."
2499,July,2023-07-28 00:00:00,21:00:00,Unknown,Unknown,Maryland: Harford County;,RF,- Weather or natural disaster,Unknown,61000,"Loss of electric service to more than 50,000 customers for 1 hour or more."
2500,July,2023-07-28 00:00:00,12:16:00,2023-07-28 00:00:00,12:17:00,Washington: Skagit County;,WECC,- Physical attack - Vandalism,0,0,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.
2501,July,2023-07-29 00:00:00,16:00:00,2023-08-01 00:00:00,07:00:00,Maryland:,RF,- Weather or natural disaster,Unknown,53630,"Loss of electric service to more than 50,000 customers for 1 hour or more."
2502,July,2023-07-29 00:00:00,16:25:00,2023-07-29 00:00:00,16:28:00,Maryland: Montgomery County;,RF,- Weather or natural disaster,Unknown,54158,"Loss of electric service to more than 50,000 customers for 1 hour or more."
2503,July,2023-07-29 00:00:00,16:00:00,2023-07-29 00:00:00,16:01:00,Massachusetts: Franklin County[13];,NPCC,- Threat of physical attack,0,0,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility. Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. Or suspicious device or activity at its Bulk Electric System control center."
2504,July,2023-07-30 00:00:00,20:30:00,Unknown,Unknown,Missouri: Kansas:,"SERC,MRO",- Weather or natural disaster,Unknown,72173,"Loss of electric service to more than 50,000 customers for 1 hour or more."
2505,August,,14:58:00,2023-07-01 00:00:00,17:07:00,Illinois:,SERC/RF,- Other,0,0,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
2506,August,,09:02:00,2023-07-06 00:00:00,10:49:00,Texas: El Paso County;,TRE,- Failure at high voltage substation or switchyard - Other,Unknown,Unknown,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
2507,August,,13:38:00,2023-07-06 00:00:00,15:04:00,Nebraska: Sarpy County;,MRO,- Suspicious activity,0,0,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
2508,August,,19:01:00,2023-07-06 00:00:00,21:11:00,Florida: Hillsborough County;,SERC,- Other,0,0,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
2509,August,,07:00:00,2023-07-07 00:00:00,08:00:00,California: San Diego County;,WECC,- Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2510,August,,17:43:00,2023-07-11 00:00:00,13:27:00,Texas: Randall County; New Mexico:,TRE,- Weather or natural disaster,0,0,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
2511,August,,01:28:00,2023-07-12 00:00:00,22:30:00,Oregon: Lane County;,WECC,- Vandalism - Theft,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2512,August,,01:28:00,Unknown,Unknown,Oregon: Lane County;,WECC,- Vandalism - Theft,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2513,August,,03:32:00,2023-07-10 00:00:00,17:46:00,Texas: El Paso County;,TRE,- Transmission equipment failure,0,0,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
2514,August,,15:00:00,Unknown,Unknown,Missouri: Kansas:,SERC,- Weather or natural disaster,Unknown,163156,"Loss of electric service to more than 50,000 customers for 1 hour or more."
2515,August,,10:29:00,2023-07-16 00:00:00,10:56:00,California: Sacramento County;,WECC,- Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2516,August,,09:46:00,2023-07-17 00:00:00,11:00:00,New York: Broome County;,NPCC,- Vandalism,0,642,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2517,August,,17:50:00,2023-07-25 00:00:00,14:00:00,Tennessee: Shelby County;,SERC,- Weather or natural disaster,1200,216000,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident.
2518,August,,13:30:00,2023-07-18 00:00:00,14:30:00,Missouri:,SERC,- Suspicious activity,0,0,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
2519,August,,10:05:00,2023-07-20 00:00:00,10:06:00,Georgia: DeKalb County;,SERC,- Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2520,August,,15:30:00,2023-07-21 00:00:00,12:00:00,Michigan:,RF,- Weather or natural disaster,Unknown,90354,"Loss of electric service to more than 50,000 customers for 1 hour or more."
2521,August,,16:30:00,2023-07-22 00:00:00,12:17:00,Georgia:,SERC,- Weather or natural disaster,640,35257,"Loss of electric service to more than 50,000 customers for 1 hour or more."
2522,August,,14:52:00,2023-07-22 00:00:00,14:53:00,"Mississippi: Washington County, Sharkey County, Sunflower County;",SERC,- Other,130,32781,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
2523,August,,18:52:00,2023-07-25 00:00:00,19:00:00,Tennessee: Shelby County;,SERC,- Unknown - Failure at high voltage substation or switchyard,820,Unknown,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident.
2524,August,,14:51:00,2023-07-26 00:00:00,17:23:00,"Michigan: Oakland County, Wayne County, Macomb County, Washtenaw County, Livingston County;",RF,- Weather or natural disaster,Unknown,246000,"Loss of electric service to more than 50,000 customers for 1 hour or more."
2525,August,,13:31:00,2023-07-26 00:00:00,14:00:00,Idaho: Kootenai County;,WECC,- Physical attack - Vandalism - Suspicious activity,0,0,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.
2526,August,,00:15:00,2023-07-28 00:00:00,05:06:00,Nebraska: Scotts Bluff County;,SERC,- Failure at high voltage substation or switchyard - Weather or natural disaster,0,0,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
2527,August,,12:16:00,2023-07-28 00:00:00,12:17:00,Washington: King County;,WECC,- Physical attack - Vandalism - Other,0,0,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.
2528,August,,22:58:00,2023-07-29 00:00:00,Unknown,"Wisconsin: Jefferson County, Waukesha County, Milwaukee County, Sheboygan County, Washington County, Ozaukee County, Walworth County, Kenosha County, Racine County; Michigan:",MRO/RF,- Weather or natural disaster,213,85000,"Loss of electric service to more than 50,000 customers for 1 hour or more."
2529,August,,21:00:00,2023-07-30 00:00:00,10:00:00,"Illinois: Winnebago County, Cook County, Will County, DeKalb County, Kendall County;",MRO/RF,- Weather or natural disaster,Unknown,122921,"Loss of electric service to more than 50,000 customers for 1 hour or more."
2530,August,,18:00:00,2023-07-30 00:00:00,07:45:00,West Virginia: Virginia:,RF,- Weather or natural disaster,Unknown,52098,"Loss of electric service to more than 50,000 customers for 1 hour or more."
2531,August,,21:00:00,Unknown,Unknown,Maryland: Harford County;,RF,- Weather or natural disaster,Unknown,61000,"Loss of electric service to more than 50,000 customers for 1 hour or more."
2532,August,,12:16:00,2023-07-28 00:00:00,12:17:00,Washington: Skagit County;,WECC,- Physical attack - Vandalism,0,0,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.
2533,August,,16:00:00,2023-08-01 00:00:00,07:00:00,Maryland:,RF,- Weather or natural disaster,Unknown,53630,"Loss of electric service to more than 50,000 customers for 1 hour or more."
2534,August,,16:25:00,2023-07-29 00:00:00,16:28:00,Maryland: Montgomery County;,RF,- Weather or natural disaster,Unknown,54158,"Loss of electric service to more than 50,000 customers for 1 hour or more."
2535,August,,16:00:00,2023-07-29 00:00:00,16:01:00,Massachusetts: Franklin County[13];,NPCC,- Threat of physical attack,0,0,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility. Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. Or suspicious device or activity at its Bulk Electric System control center."
